"1.4 - Extensión superficial, población efectiva y densidad de población, año 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
,,,,,
,,,,,
,Extensión superficial (km2),,,                       Población, Densidad de
,,              Cayos,Área de,efectiva, población
CONCEPTO,Total,  adyacentes,tierra firme,         (U) ,(hab/km2)
,,,,,
Archipiélago cubano,109884.01000000001,3126.41,106757.6,10428733,94.90673847814618
,,,,,
    Pinar del Río,8883.74,68.47000000000001,8815.27,546486,61.51530774200956
     Sandino,1710.87,7.87,1703,33609,19.644391449964054
     Mantua,914.65,15.3,899.35,22651,24.764664079155963
     Minas de Matahambre,857.9,9.38,848.52,30018,34.99009208532463
     Viñales,693.0699999999999,10.26,682.81,27622,39.854560145439855
     La Palma,641.7,7.51,634.19,32063,49.96571606669783
     Los Palacios,764.51,-,764.51,35245,46.101424441799324
     Consolación del Sur,1111.9,0.19,1111.71,83791,75.35839553916719
     Pinar del Río,730.9399999999999,16.67,714.27,177084,242.26885927709526
     San Luis,325.93,1.29,324.64,30281,92.90645230570982
     San Juan y Martínez,408.22,-,408.22,40539,99.30674636225564
     Guane,724.05,-,724.05,33583,46.38215592845798
   Artemisa,4003.24,1.52,4001.72,481096,120.1766569079046
     Bahía Honda,784.14,1.5,782.64,40968,52.24577243859515
     Mariel,270.86,-,270.86,41999,155.05796352359152
     Guanajay,110.26,-,110.26,25939,235.25303827317248
     Caimito,239.42,-,239.42,39906,166.67780469467883
     Bauta,154.63,-,154.63,47206,305.28358015908947
     San Antonio de los Baños,126.37,-,126.37,47906,379.09313919442906
     Güira de Melena,197.91,-,197.91,37970,191.85488353291902
     Alquízar,194.36,-,194.36,31732,163.26404610002058
     Artemisa,688.69,-,688.69,80678,117.14704729268611
     Candelaria,301.66,-,301.66,20251,67.13187031757607
     San Cristóbal,934.9399999999999,0.02,934.92,66541,71.17141206922369
  La Habana,728.2599999999999,0,728.2599999999999,1927405,2646.5891302556784
     Playa,35.81,-,35.81,159461,4452.97402960067
     Plaza de la Revolución,12.26,-,12.26,121566,9915.660685154975
     Centro Habana,3.42,-,3.42,118393,34617.836257309944
     La Habana Vieja,4.37,-,4.37,71917,16456.979405034326
     Regla,10.22,-,10.22,39608,3875.538160469667
     La Habana del Este,141.49,-,141.49,156359,1105.0886988479751
     Guanabacoa,129.48,-,129.48,116918,902.981155390794
     San Miguel del Padrón,25.55,-,25.55,146436,5731.350293542074
     Diez de Octubre,12.28,-,12.28,177957,14491.612377850164
     Cerro,10.19,-,10.19,112044,10995.485770363102
     Marianao,23.17,-,23.17,122054,5267.760034527406
     La Lisa,37.14,-,37.14,135323,3643.591814754981
     Boyeros,134.8,-,134.8,185238,1374.1691394658753
     Arroyo Naranjo,82.18,-,82.18,189105,2301.1073253833047
     Cotorro,65.9,-,65.9,75026,1138.482549317147
,,,,,
,,,,,
,,,,,
"1.4 - Extensión superficial, población efectiva y densidad de población, año 2022 (continuación)",,,,,
,,,,,
,,,,,
,,,,,
,Extensión superficial (km2),,,                       Población, Densidad de
,,              Cayos,Área de,efectiva, población
CONCEPTO,Total,  adyacentes,tierra firme,         (U) ,(hab/km2)
,,,,,
